titles,link,article,time,media
馬吳只剩硬嘴巴,https://news.ltn.com.tw/news/opinion/paper/543293,，對於牛心柿照片誤植為甜柿的小瑕疵窮追猛打，還高聲說如果是國民黨做錯了就馬上道歉。事實上，馬英九在二○○八年選前承諾「六三三」經濟政見，現在證明是跳票、說謊，道歉了嗎？馬英九承諾說如果沒做到「六...,<generator object <genexpr> at 0x11d54d2a0>,Liberal Times
馬英九 缺席,https://news.ltn.com.tw/news/opinion/paper/543292,"◎ 楊馥華
馬英九總統日前參觀中國維權藝術家艾未未的作品展「缺席」之後表示，他一向關心中國的人權問題，也強調從「六四事件」發生至今，他從未缺席相關活動或提出人權問題呼籲。但我們發現他在當選總統之後，在...",<generator object <genexpr> at 0x11d617e58>,Liberal Times
林龍成家屬 苦等道歉／陳明義未到靈前上香 綠斥戲弄家屬,https://news.ltn.com.tw/news/politics/paper/543285,"。民進黨發言人康裕成質問陳明義「到底有沒有人性」，說要向家屬致意卻戲弄家屬，要求國民黨主席馬英九也應出來道歉。
口出「不寒而慄」 很沒人性
林龍成遺孀沈淑惠表示，已完全無法接受陳明義的道歉，「陳明義...",<generator object <genexpr> at 0x11d617ed0>,Liberal Times
馬吳吃柿，農官吃屎！,https://news.ltn.com.tw/news/opinion/paper/543262,"一顆柿子打天下？國民黨馬英九陣營黨、政、軍、媒體、名嘴大軍出動，發動「柿子戰爭」，意圖藉甜柿打趴民進黨；不過，這根本就是政治操作的虛議題，愈打愈蒼白，反而凸顯馬政府治國無能、只靠一「柿」打選戰！
民進...",<generator object <genexpr> at 0x11d617f48>,Liberal Times
郭俊銘下戰帖 三問江啟臣,https://news.ltn.com.tw/news/local/paper/543229,辯論戰帖，會中還播放錄影帶，是江啟臣老家結實纍纍卻沒有採收的筆柿，郭俊銘質疑江啟臣為何不帶馬英九去看上述乏人問津情景？江啟臣反擊說，筆柿早已被收購做柿乾，將等十二月才採收，郭陣營不查證就亂講，再度傷害果...,<generator object <genexpr> at 0x11d61c048>,Liberal Times
總統大選》辯論將登場　小英閉關備戰,https://news.ltn.com.tw/news/politics/breakingnews/574365,"供小英參考。

　據悉，為了替蔡英文模擬實境，民進黨黨部特地籌組辯論準備小組，找人模擬馬英九及宋楚瑜，而陳其邁強調，最重要的還是「凸顯蔡英文的風格」。

　相較於蔡英文緊鑼密鼓地展開籌備，馬...",<generator object <genexpr> at 0x11d61c0c0>,Liberal Times
馬操弄「柿」實？　謝長廷：責任者變受害者,https://news.ltn.com.tw/news/politics/breakingnews/574325,"公斤5元價格收購嘉義縣所有的水柿。民進黨發言人陳其邁質疑，農產問題本來就是中央政府職責，「馬英九總統怎麼不早做？」

　陳其邁批評，馬政府一開始對農民態度麻木不仁，造成今日水柿產銷失衡的問題，事後補...",<generator object <genexpr> at 0x11d61c138>,Liberal Times
總統大選》列大選核心訴求　綠：全面改造國會,https://news.ltn.com.tw/news/politics/breakingnews/574282,"步
總統大選》馬密集開砲　小英：我們不要口水總統
總統大選》被騙3年　小英女孩：我要和馬英九分手
總統大選》蔡英文桃園搶票　要拿5成選票
總統大選》應邀演講　蔡馬同聲推動參與TPP
選情丕變　...",<generator object <genexpr> at 0x11d61c1b0>,Liberal Times
總統大選》綠推第二波廣告　控訴低薪資,https://news.ltn.com.tw/news/politics/breakingnews/574263,"步
總統大選》馬密集開砲　小英：我們不要口水總統
總統大選》被騙3年　小英女孩：我要和馬英九分手
總統大選》蔡英文桃園搶票　要拿5成選票
總統大選》應邀演講　蔡馬同聲推動參與TPP
選情丕變　...",<generator object <genexpr> at 0x11d61c228>,Liberal Times
總統大選》嬰幼兒「865計畫」不排富　宋：義務補助,https://news.ltn.com.tw/news/politics/breakingnews/574262,"應該全面檢討老人退休制度，全面規劃補助預算。

　另外宋楚瑜也批評國民黨正副總統參選人馬英九、吳敦義，跑競選行程時都搭同一台車，違反「正副總統候選人」不能同一台車的基本規定，無端增加國安人員壓力。...",<generator object <genexpr> at 0x11d61c2a0>,Liberal Times
總統大選》雙英決戰新北市　蔡勝馬5.5%,https://news.ltn.com.tw/news/politics/breakingnews/574230,"29日的加權平均價格，民進黨總統參選人蔡英文在新北市得票預測領先群雄，贏過國民黨總統參選人馬英九達5.5%，宋楚瑜則獲得5.9%的得票。

　蔡英文在加權平均價格達50.9%，馬英九則為45...",<generator object <genexpr> at 0x11d61c318>,Liberal Times
兩元柿子在嘉義　蔡易餘要馬下台,https://news.ltn.com.tw/news/politics/breakingnews/574223,"，到國民黨嘉義縣黨部外圍抗議，指「一斤2元的柿子」就在嘉義，批評「馬政府一切攏係假」、要求馬英九「下台」。

　媒體報導，國民黨行動中常會今天移師嘉義，馬英九台上喊話，要蔡英文公開向果農道歉...",<generator object <genexpr> at 0x11d61c390>,Liberal Times
北市議員控馬吳車隊好囂張　二殯與亡者爭道,https://news.ltn.com.tw/news/other/breakingnews/574011,【記者黃忠榮／台北報導】台北市議員洪健益接獲民眾陳情指出，日前在非上班日看到馬英九總統車隊進入台北市第二殯儀館，當時周邊車輛、路人皆被警察擋下，館方更拉起取票閘讓車隊進入，為了馬英九不到五分鐘的...,<generator object <genexpr> at 0x11d61c408>,Liberal Times
今日各報重點新聞一覽,https://news.ltn.com.tw/news/politics/breakingnews/573969,。蘇嘉全早上先卡位，見到滿山滿園未採收的粉柿、筆柿，因賤價任其掉落，痛批政府忽視農民困境；馬英九下午趕到，呼籲停送水果月曆，不要傷害辛苦工作一整年的農民，並決定採購五千公斤甜柿，以行動照顧果農。...,<generator object <genexpr> at 0x11d61c480>,Liberal Times
今日重要財經新聞一覽,https://news.ltn.com.tw/news/business/breakingnews/573968,"節買氣投下一票。

工商時報頭版︰景氣對策政院亮4王牌 
行政院今（30）日將向總統馬英九報告因應景氣對策方案，副院長陳冲昨天召開跨部會議，決提出中小企業資金供應、釋出國有土地、協助出口以及擴大內...",<generator object <genexpr> at 0x11d61c4f8>,Liberal Times
一國兩「柿」,https://news.ltn.com.tw/news/opinion/paper/543161,"總統選戰正酣，為了拚選舉，藍軍全面發動「柿子戰爭」，馬英九、吳敦義親自領軍，黨、政、軍、媒體、名嘴全出動，向綠營大進攻，綠營則全力反擊，雙方打得戰火漫天。
不過，雙方所提的柿子價格，藍軍講的是「甜柿」...",<generator object <genexpr> at 0x11d61c570>,Liberal Times
濱海六區小英後援會 全部就位,https://news.ltn.com.tw/news/local/paper/543148,"樣，台南發揮關鍵力量，衝出最高票，因為台南決定台灣的未來。
民進黨市黨部主委蔡旺銓則痛批馬英九自稱臉黑是被民進黨「抹黑」，這實在很沒良心，現在馬選情告急。市議員侯澄財說，台灣被馬英九「黑白舞」...",<generator object <genexpr> at 0x11d54d480>,Liberal Times
鴻海明動土 遭質疑拉抬馬選情,https://news.ltn.com.tw/news/local/paper/543138,"，完工後將聘用三千名員工。
一群高雄電腦資訊業人士向本報投訴，鴻海高軟投資案是二○○八年馬英九當選總統後，力邀郭董到高雄投資，當年七月三十日定案後，卻拖了三年多才動土，時間點剛好離總統大選一個半月，讓...",<generator object <genexpr> at 0x11d6e2ed0>,Liberal Times
農損慘重 立委批「馬」不勘災,https://news.ltn.com.tw/news/local/paper/543134,糧署南區分署長陳俊言昨天勘災，立委潘孟安說，民進黨總統參選人蔡英文日前到台東勘查釋迦災損，馬英九隨後就到，而屏東縣各項農作物受損嚴重，馬英九多次來屏東參加活動，卻不見現場勘災、關切，只會做表面功...,<generator object <genexpr> at 0x11d6e2f48>,Liberal Times
自閉症協進會成立 周美青承諾找資源,https://news.ltn.com.tw/news/local/paper/543131,"去年他寫信至總統府，述說台東沒電影院，使得自閉症家庭無法看到紀錄片「一閃一閃亮晶晶」，總統馬英九便帶著電影來台東播放，讓台東自閉症家庭齊聚，進而凝聚共識，成立協進會。
自閉症者家庭多自我摸索
台東縣...",<generator object <genexpr> at 0x11d6eb048>,Liberal Times
王文淵︰明年春燕看不到，很可憐,https://news.ltn.com.tw/news/business/paper/543117,"他強調非危言聳聽也無惡意，只想救火，提醒大家注意，今年冬天會很長。
對景氣趨向悲觀，總統馬英九昨出席「世界華商經貿會議」開幕時表示，政府本週內將提出因應方案，做好準備，以面對未來可能發生的衝擊。他強調...",<generator object <genexpr> at 0x11d6eb0c0>,Liberal Times
「夢想家」既是惡夢又成夢魘,https://news.ltn.com.tw/news/opinion/paper/543100,譁然。馬政府在處理此一涉及多層面問題的爭議，整個過程似乎態度違常反覆。稍早，正在參與競選的馬英九與吳敦義兩人，為了迅速「止血」，公開且明確地撇清，一個定調為「社會觀感」嚴重，一個說「我也嚇一跳」，似乎將...,<generator object <genexpr> at 0x11d6eb138>,Liberal Times
廠商欠市府 呆帳5.6億,https://news.ltn.com.tw/news/local/paper/543092,"大漏洞，否則怎會這麼多年任由廠商惡意積欠市府款項，卻拿不出任何積極作為？
簡余晏表示，從馬英九市長任內的東森小巨蛋積欠三億五千餘萬違約金、租金，以及街道家具廠商積欠三千餘萬權利金，現在連一塊錢都拿不回...",<generator object <genexpr> at 0x11d6eb1b0>,Liberal Times
冷眼集 / 不識字的台北人,https://news.ltn.com.tw/news/focus/paper/543076,這場柿子「戰」中，還有個惡例，未來的新領導人必須引為殷鑑，國務費是政府預算，人民的納稅錢，馬英九用總統的身分動用國務費買甜柿，既不是自己的薪水，也不是黨的經費，另一方面，則用國民黨參選人的身分以選舉語言...,<generator object <genexpr> at 0x11d6eb228>,Liberal Times
誤植圖片 蔡英文表遺憾,https://news.ltn.com.tw/news/focus/paper/543074,"，八成五水柿都是三等品，有人說喊兩元是假的，但這是事實，番路鄉有許多農民乾脆不摘水柿，歡迎馬英九總統到番路鄉關心柿農。
對於國民黨稱要收購每台斤兩元柿子，莊振基感嘆說，要以每台斤兩元的價格採購水柿「是...",<generator object <genexpr> at 0x11d6eb2a0>,Liberal Times
猛攻柿價 馬營火力全開,https://news.ltn.com.tw/news/focus/paper/543073,顏若瑾、鍾麗華／綜合報導〕選情緊繃，馬陣營府、黨、競選總部最近鎖定「柿子」議題，火力全開。馬英九總統昨走訪台中市東勢果菜批發市場「查價」。他指出，民進黨水果月曆中的甜柿價格與實際相距甚遠，引起甜柿價跌滯...,<generator object <genexpr> at 0x11d6eb318>,Liberal Times
【林保華專欄】小英解謎,https://news.ltn.com.tw/news/opinion/paper/543071,"等。小英尤其強調，「絕對不要在壓力下倉促做決定」，否則「代價可能是嚴重，甚至致命的」。反觀馬英九上台後立即放棄總統稱號、外交休兵、國際場合全面退守到「中華台北」等，還沒談判就投降。
加入ＷＴＯ，會損害...",<generator object <genexpr> at 0x11d6eb390>,Liberal Times
陳武雄打馬英九,https://news.ltn.com.tw/news/opinion/paper/543068,"◎ 張冰凝
馬英九指示農委會主委陳武雄，要趕快了解這波民進黨文宣有無對農民造成實質影響。結果農糧署隨後發布新聞指出，民進黨在十一月二十五日推出柿價兩元文宣後，甜柿「產銷穩定，價格也平穩」，讓先前所說「...",<generator object <genexpr> at 0x11d6eb408>,Liberal Times
眼睛瞎了？還是良心黑？,https://news.ltn.com.tw/news/opinion/paper/543067,的價格，竟然不是以生產者銷售的這一端去體會農民的辛苦，而是以銷售供應鏈的最末端去評價，請問馬英九們，你們是眼睛瞎了？還是良心黑了？（作者從事金融業，高雄市民）...,<generator object <genexpr> at 0x11d6eb480>,Liberal Times
